title,authors,tags,series,series_index,comments,identifiers,languages,#subtitle,#title_opf,#info,#libreria
"El álbum negro","Hanif Kureishi","","","1.0","Shahid es «casi un inglés», está en el paso de la adolescencia a la edad adulta y, como cualquier chico listo de su edad, quiere cambiar la aburrida vida de provincias por la excitación de la gran metrópoli. Aprovechando que va a comenzar la universidad, abandona Kent y la protección de su rica familia, y se marcha a estudiar a Londres. Desgarrado entre su educación inglesa y sus raíces pakistaníes, será captado por un grupo integrista musulmán, pero también se fascinará con Deedee Osgood, una carismática y desinhibida profesora que les ilustra sobre Toni Morrison y Alice Walker pero también sobre Prince, el ídolo de Shahid. Y, atrapado entre un deleitoso liberalismo ilustrado y un fundamentalismo exaltante, tendrá que encontrar su propio camino en la vida y en el laberinto de las ideologías y los goces de la contemporaneidad. «Los diálogos estallan de ironía, furia e inteligencia, y hay un notable vigor y generosidad en la construcción de los personajes, aun en los más desagradables. Es también una espléndida novela de ideas»","","spa","","El álbum negro","","Ficción general [REVISAR]"
"The First 48 Hours","Simon Kernick","","","1.0","THE FIRST 48 HOURS ARE CRITICAL...
AND THE CLOCK IS TICKING
A COP NEEDS TO CRACK A DEADLY CASE
He's a detective hunting cold-blooded killers, but does he know more than he admits?
A MOTHER HAS TO SAVE HER DAUGHTER
She's a lawyer who must defend a murderer - but how far will she go to protect her only child?
A COUPLE WILL COMMIT THE PERFECT CRIME
They have a foolproof plan but will they get away with the money...and their lives?
THREE STORIES. TWO DAYS. DOES ONE SECRET CONNECT THEM ALL?
THE FIRST 48 HOURS...MAY ALSO BE THEIR LAST.
","mobi-asin:d6395fb0-e48b-4f76-935f-e0ef64aa3ad5","eng","","The First 48 Hours","","Misterio·Thriller·Terror [REVISAR]"
"Aquarius","W. L. Knightly","","Zodiac Killers","3.0","","mobi-asin:B0792LYT64","eng","","Aquarius","",""
"El espíritu de Praga","Ivan Klíma","","","1.0","Ivan Klíma sufrió la ocupación nazi y los campos de concentración, así como el régimen comunista de la posguerra, vivió la Primavera de Praga como editor de la revista literaria más importante de Checoslovaquia y la invasión soviética de 1968, el triunfo de la Revolución de terciopelo de 1989 y la incertidumbre que sobrevino tras la disolución de su país en 1993. En esta recopilación de textos de diverso origen, que abarca cinco décadas de la historia de Checoslovaquia y, por extensión, de Europa, el autor invoca el espíritu de la ciudad que lo ha conformado.","","spa","","El espíritu de Praga","","Ficción general [REVISAR]"
"Estafadores","Matthew Klein","Crimen & Misterio","","1.0","Kip Largo tiene un talento para engañar a la gente. En su día ese don estuvo a punto de hacerlo millonario, pero las cosas se torcieron y acabó pasando una larga temporada en la cárcel. Ahora, con 54 años, divorciado, un empleo del tres al cuarto y el alcohol como única compañía, Kip es un hombre acabado. Pero una tarde el destino vuelve a llamar a su puerta. Y lo hace en forma de rubia espectacular que desea estafar a su marido, un empresario que se ha enriquecido gracias a la compraventa de terrenos en Silicon Valley. La primera regla de todo timo consiste en asegurarse de que tú no acabarás siendo el perdedor. Y, puesto que Kip no cree ya en las rubias ni en el destino, deja pasar la oportunidad... Hasta que su hijo le confiesa que debe varios miles de dólares a la mafia rusa. Un ex presidiario, una actriz porno, un magnate inmobiliario, una esposa insatisfecha, una de las mafias más peligrosas del mundo y el FBI son los ingredientes de la explosiva ópera prima de Matthew Klein, una novela negra ácida, divertida, plagada de pistas falsas y personajes inolvidables.","","spa","","Estafadores","","Romance contemporáneo [REVISAR]"
"The Coldest Blood","Jim Kelly","","","1.0","As mid-winter temperatures grip the cathedral city of Ely, a man is found frozen to death in his high-rise flat. The police may think that Declan McIlroy killed himself, but journalist Philip Dryden is not convinced, and he begins digging for the truth.All too soon, there&apos;s another frozen corpse to consider - that of Declan&apos;s best friend. And suddenly a routine suicide gives way to a chilling trail of cruelty and betrayal stretching back thirty years, towards a mystery from Dryden&apos;s own childhood.","","eng","","The Coldest Blood","","Misterio·Thriller·Terror [REVISAR]"
"The Neutral Stars","Dan Morgan & John Kippax","","Venturer Twelve","3.0","","isbn:9780330242509","eng","","The Neutral Stars","",""
"Dawn of Evil_FBI Flashback","Morgan Kelley","","An FBI Romance Thriller","21.0","","mobi-asin:B076FDCC5M","eng","","Dawn of Evil_FBI Flashback","",""
"Hot Time in the Old Town","Edward Kohn","History","","1.0","One of the worst natural disasters in American history, the 1896 New York heat wave killed almost 1,500 people in ten oppressively hot days. The heat coincided with a pitched presidential contest between William McKinley and the upstart Democrat William Jennings Bryan, who arrived in New York City at the height of the catastrophe. As historian Edward P. Kohn shows, Bryan’s hopes for the presidency began to flag amidst the abhorrent heat just as a bright young police commissioner named Theodore Roosevelt was scrambling to mitigate the dangerously high temperatures by hosing down streets and handing out ice to the poor. A vivid narrative that captures the birth of the progressive era, Hot Time in the Old Town revives the forgotten disaster that almost destroyed a great American city.","mobi-asin:dba9ba44-390f-40d1-a9ba-3f67216b7106,isbn:9780465013364","eng","","Hot Time in the Old Town","","Ciencia Ficción [REVISAR]"
"Like Stars","Selina Kray","","","1.0","","","eng","","Like Stars","",""
"Death Toll","Jim Kelly","Detective, Mystery, Thriller, Police Procedural","Peter Shaw","3.0","“Ever since the days of Agatha Christie, the great divide in the British detective story has been between plot and character…The novels of Jim Kelly are. . . a find.” —The New York Times Book Review Rookie detective Peter Shaw teams up with his father’s tough expartner to investigate both a gruesome series of present-day murders and some unfinished business from the past.","google:A9TmNHNr2NwC,sonybookid:CBUSCEHOL02X1G05,isbn:9781429970068","eng","","Death Toll","","Misterio·Thriller·Terror [REVISAR]"
"Her Demon's Soul (The Shadowborn City Duology Book 2)","Avelina Kelde","","","1.0","","mobi-asin:B0D15N2291","eng","","Her Demon's Soul (The Shadowborn City Duology Book 2)","",""
"Within the Wonder: A Reverse Harem Series (The Villainous Wonderland Series Book 2)","A. K. Koonce","","","1.0","","mobi-asin:B07RDNN7N4","eng","","Within the Wonder: A Reverse Harem Series (The Villainous Wonderland Series Book 2)","",""
"Freedom's Gate","Naomi Kritzer","","","1.0","<b>From the acclaimed author of <i>Fires of the Faithful</i> comes the tale of an impetuous young woman, freeborn in a world of slavery and magic. <br></b><br>Twenty-year-old Lauria is the favorite aide to Kyros, a powerful military officer. On his authority, she is messenger, observer, and spy. But now she is entrusted with a mission more dangerous than any that have come before. . . .<br>After years of relative peace, word has come to Kyros's compound that the bandit tribe known as the Alashi is planning an offensive. It is up to Lauria to infiltrate the Alashi by posing as an escaped slave&#8212;a charge that requires she serve in the household of a neighboring officer. From there, she will stage an escape and continue on in her guise as a runaway. <br>But posing as a slave&#8212;a virgin concubine, no less&#8212;may prove the least of her troubles. For even if she does escape and the Alashi do accept her, how can this freeborn woman convince them she is slave, not spy? And,...","isbn:9780553901870","eng","","Freedom's Gate","","Fantasía [REVISAR]"
"La Ecuación Himmler","William P. Kennedy","Ficción Histórica","","1.0","<div> <p>Invierno de 1944. Los científicos nazis progresan rápidamente en su intento de fabricar una bomba atómica. Los aliados, sabiendo que la amenaza de la capacidad nuclear alemana está convirtiéndose en una terrorífica realidad, idean un plan con el propósito de infiltrar el equipo que trabaja en el desarrollo del explosivo: introducirán a un norteamericano, Karl Anders, en el lugar del físico sueco, cuyo trabajo es fundamental para completar la bomba alemana.<br>Sin embargo, Himmler sospechará del verdadero carácter del trabajo de Anders, por lo cual los Aliados se encontrarán ante un cruel dilema. Sin alternativas y sin posibilidad de confiar en nadie, Anders se convierte en el eje de un juego letal entre dos naciones enredadas en la guerra.<br>La ECUACIÓN HIMMLER, enmarcada por el dilatado y trágico panorama de una Alemania asolada por la guerra, exhibe una excelente combinación de intriga histórica y espionaje.</p></div>  <p>The Allies plan to wreck the German atomic bomb program by planting Karl Anders, but they may have to betray their operative when Himmler suspects the true nature of his work.</p>","isbn:9789501510911,goodreads:619012","spa","","La ecuación Himmler","","Ficción general [REVISAR]"
"La vida secreta de las abejas","Sue Monk Kidd","","","1.0","En el sur de Estados Unidos en 1964, año de la lucha por los derechos civiles, Lily Owens vive aislada en una finca con un padre frío que no la cuida. Ha pasado gran parte de sus catorce años añorando a su madre Deborah, que falleció en misteriosas circunstancias cuando ella tenía cuatro años. Para empeorar la cuestión, su padre T. Ray le dice a Lily que fue ella quien mató a su madre sin querer.<br /> Cuando Rosaleen, la brava madre postiza negra de Lily, insulta a tres de las personas más racistas del pueblo, Lily decide que ambas deben ser libres. Ellas escapan a Tiburón, Carolina del Sur, un pueblo que guarda el secreto del pasado de su madre. Alojadas por un excéntrico trío de hermanas negras apicultoras, Lily es introducida al fascinante mundo de las abejas y la miel, y a la Virgen Negra...","","spa","","La vida secreta de las abejas","","Ficción general [REVISAR]"
"Freedom's Apprentic","Naomi Kritzer","","","1.0","<p>With <i>Freedom's Gate</i>, acclaimed author Naomi Kritzer introduced a dangerous world of magic and intrigue. Now she continues the story of Lauria, a bold young woman who has turned against a way of life she once believed in....<br><br>FREEDOM'S APPRENTICE<br><br>Once the trusted aide to powerful military commander Kyros, freeborn Lauria hunted down his escaped slaves. But during a mission to infiltrate the bandit tribe known as the Alashi, Lauria's loyalties shifted. When her <br>identity was discovered, she was cast out by both sides. Now Lauria is determined to regain the trust of the Alashi, and, with the help of her blood-sister Tamar, liberate those she once returned to captivity. But they cannot accomplish the daunting task alone. Desperate for a spell-chain to free a mine slave, Lauria turns to her enemies--the Sisterhood of Weavers--and apprentices herself to a sorceress. But learning to harness magic will come at a greater price than she ever...","isbn:9780553901863","eng","","Freedom's Apprentic","","Fantasía [REVISAR]"
